"Authors","Title","Year","Journal","Volume","Issue","Page_Start","Page_End","Citations"
"S.C. Mishra , H. Poonia, A.K. Das, P. Asinari and R. Borchiellini","Analysis of conduction-radiation heat transfer in 2-D enclosure using the lattice Boltzmann method","2014","Numerical Heat Transfer, Part A","66",,"669","688","0"
"S Malik and S K Kakoty","Analysis of Dimple Textured Parallel and Inclined Slider","2014","Proceedings of the Institution of Mechanical Engineers Part J Journal of Engineering Tribology ","228","12","1343","1357","0"
"Sarkar, S., Ganguly, S., and Dalal, A.","Analysis of Entropy Generation during Mixed Convective Heat Transfer of Nanofluids past a Rotating Circular Cylinder","2014","ASME Journal of Heat Transfer","136","6","1","10","0"
"A. Hens, G. Biswas and S. De","Analysis of interfacial instability and multimode bubble formation in saturated pool boiling using Coupled Level Set and Volume- of- Fluid approach","2014","Physics of Fluids","26","1","012105-1","12105-14","0"
"A. Sasmal and S.C. Mishra","Analysis of non-Fourier conduction and radiation in a differentially heated 2-D square cavity,","2014","International Journal of Heat and Mass Transfer","79",,"116","125","0"
"S.C. Mishra and H. Sahai","Analysis of non-Fourier conduction and volumetric radiation in a concentric spherical shell using the lattice Boltzmann method and the finite volume method","2014","International Journal of Heat and Mass Transfer","68",,"51","66","0"
"S.C. Mishra, R. Singh, P. Agarwal and Ch. Hari Krishna","Analysis of radiative transport in a 2-D cylindrical participating medium subjected to collimated radiation,","2014","Numerical Heat Transfer, Part A","66",,"884","903","0"
"R.R. Vernekar and S.C. Mishra","Analysis of transport of short-pulse radiation in a participating medium using lattice Boltzmann method","2014","International Journal of Heat and Mass Transfer","77",,"218","229","0"
"G.N. Shelke,P. Mahanta","Biomass briquette characterization for downdraft gasification","2014","Applied Mechanics and Materials","592",,"2442","2446","0"
"S. Sarkar, S. Ganguly and G. Biswas","Buoyancy driven convection of nanofluids in an infinitely long channel under the effect of a magnetic field","2014","International Journal of Heat and Mass Transfer","71",,"328","340","0"
"L. Hauchhum, P. Mahanta","Carbon dioxide adsorption on zeolites and activated carbon by pressure swing adsorption in a fixed bed","2014","International Journal of Energy and Environmental Engineering","5","4","349","356","0"
"N. Shanmugapriya, Chandramohan Somayaji, S. Kanagaraj","Characterization and optimization of Ce0.6Zr0.4-xMnxO2 (x?0.4)","2014","Journal of Nanoparticle Research","16","10","1","10","0"
"L. Hauchhum, P. Mahanta","CO2 capture onto zeolite 13X and zeolite 4A by pressure swing adsorption in a fixed bed","2014","Applied Mechanics and Materials","592",,"1456","1460","0"
"Muthuraja, A., Senthilvelan, S","Compaction characteristics of tungsten carbide based self lubricant cutting tool material","2014","Applied Mechanics and Materials","592",,"87","91","0"
"P. Saha, G. Biswas and S. Sarkar","Comparison of winglet-type vortex generators periodically deployed in a plate-fin heat exchanger ","2014","International Journal of Heat and Mass Transfer","74",,"292","305","0"
"R.K. Arun, K. Chaudhury, M. Ghosh, G. Biswas, N. Chanda and S. Chakraborty","Controlled splitting and focusing of a stream of nanoparticles in a converging-diverging microchannel","2014","Lab on a Chip","14","19","3800","3808","0"
"M. Basumatary, G. Natarajan and S.C. Mishra","Defect correction based velocity reconstruction for physically consistent simulations of non-Newtonian flows on unstructured grids","2014","Journal of? Computational Physics","272",,"227","244","0"
"R. Jain, V. Chouhan, D. Bandopadhya   ","Design and Development of an Under-actuated Mechanism for Grasping and Grabbing of Objects,","2014","Journal of Mechatronics and Automation, ","1","2",,,"0"
"Lenka Visweswara Rao and  S K Kakoty ","Design of compact active magnetic bearing","2014","International Journal of Applied Sciences and Engineering Research","3","3","741","754","0"
"S. K. Singh, and R. Tiwari","Detection and Localization of Multiple Cracks in a Shaft System: An Experimental investigation","2014","Measurement","53",,"182","193","0"
"K.Acharyya,  Arun Chattopadhyaya and  U.S. Dixit","Determination of effective shear modulus of graphite/epoxy mixture by an inverse method","2014","Journal of Materials Forming and Machining Processes-IJMFMP","1",,"1","13","0"
" Jagannath Sardar, Dibakar Bandopadhya","Development and Fabrication of Cement Reinforced Polypropylene Composite Material Spur Gear, Journal of Polymer Engineering,","2014","Journal of Polymer Engineering","34","8","775","786","0"
" Dillip Kumar Biswal, Dibakar Bandopadhya*, and Santosha Kumar Dwivedy","Development of an active catheter mechanism using IPMC for invivo inspection,","2014","Journal of Mechatronics and Automation","1","1","1","10","0"
"N. Yadaiah and S. Bag","Development of egg-configuration heat source model in numerical simulation of autogeneous fusion welding processes","2014","International Journal of Thermal Sciences","86","12","125","138","0"
"Mandal N. R, Sharat Kumar and Biswas Pankaj ","Distortion Measurement of Ship Blocks using Photogrammetry","2014","Journal of Ship Production and Design","29",,"1","8","0"
"Patel, C.,?Kore, S.D.","Dual electromagnetic forming using single uniform pressure Coil","2014","Key Engineering Materials","611-612",,"723","730","0"
"T S Reddy Ganji and S K Kakoty","Dynamic Characteristics And Stability Of Cylindrical Textured Journal Bearing","2014","International Journal of Recent advances in Mechanical Engineering","3","3","1","4","0"
"Biswal, D.K., Bandopadhya, D., Dwivedy, S.K. ","Dynamic modeling and effect of dehydration on segmented IPMC actuators following variable parameter pseudo-rigid body modeling technique","2014","Mechanics of Advanced Materials and Structures","21","2","129","138","0"
"B. Nayak, S.K. Dwivedy and K.S.R.K. Murthy ","Dynamic stability of a rotating sandwich beam with magnetorheological elastomer core","2014","European Journal of Mechanics - A/Solids","47",,"143","155","0"
"Dulhani, J. P., Sarkar, S., and?Dalal, A.","Effect of Angle of Incidence on Mixed Convective Wake Dynamics and Heat Transfer Past a Square Cylinder in Cross Flow at Re = 100","2014","International Journal of Heat and Mass Transfer","74",,"319","332","0"
"A. Ghosh, P. Goswami, P.Mahanta, A. Verma, ","Effect of carbon fiber length and graphene on carbon-polymer composite bipolar plate for PEMFC","2014","Journal of Solid State Electrochemistry","18","12","3427","3436","0"
"B J Bora, U K Saha, S Chatterjee and V Veer","Effect of compression ratio on performance, combustion and emission characteristics of a dual fuel diesel engine run on raw biogas.","2014","Energy Conversion and Management ","87",,"1000","1009","0"
"Kalidasan, R., Yatin, M., Sarma, D.K., Senthilvelan, S.","Effect of offset distance on cutting forces and heat generation in multi-tool turning process","2014","Applied Mechanics and Materials","592",,"211","215","0"
"Deepak Kumar Yaduwanshi, Swarup Bag and Sukhomay Pal","Effect of preheating in hybrid friction stir welding of aluminum alloy","2014","Journal of Materials Engineering and Performance","23","10","3794","3803","0"
"Doley, J.K.,?Kore, S.D.","Electromagnetic formability of an aluminium ice tray","2014","Key Engineering Materials","611-612",,"1124","1131","0"
"Manas Das, V.K. Jain, P.S. Ghoshdastidar","Estimation of magnetic and rheological properties of MR polishing fluid and their effects on magnetic field assisted finishing process","2014","Int. J. Precision Technology","4","3","247","267","0"
"Ramesh, P., Bommana, D., Kulkarni, V., Sahoo, N., Dwivedy, S.K. ","Experimental assessment of noncontact type laser-based force measurement technique for impulsive loading","2014","International Journal of Structural Stability and Dynamics","14","4",,,"0"
"Kishor Kumar Gajrani, Sumit Shekhar, M. Ravi Sankar","Experimental comparative study of Conventional, Micro-Textured and Coated Micro-Textured Tools in Machining","2014","International Colloquium on Materials, Manufacturing and Metrology (ICMMM-2014)","3","1","91","104","0"
"Deepati Anil Kumar, Tikader Sujoy and Biswas Pankaj ","Experimental Investigation of Mechanical Properties on Friction Stir Welding of Dissimilar Aluminum Alloys","2014","International Journal of Current Engineering and Technology","2",,"242","246","0"
"T Mane, V Goel, SD Kore","Finite Element Modelling of Electro-hydraulic Forming of Sheets","2014","Procedia Materials Science","6",,"105","114","0"
"V. Satheeshkumar, R. Ganesh Narayanan","Formability of adhesive bonded steel sheets with artificial finite adhesive defects","2014","Journal of Strain Analysis for Engineering Design","49","5","286","300","0"
"S Kirtania, D Chakraborty","Fracture Behavior of Carbon Nanotube-Based Composites with a Broken Fiber Using Multi-Scale Finite Element Modeling

","2014","Journal of Computational and Theoretical Nanoscience","11","3","676","684","0"
"T. Moasunep. Jamir, S. K. Kakoty, Karuna Kalita ","Gas Foil Bearing Analysis And The Effect Of Bump Foil Thickness On Its Performance Characteristics Using A Non-Linear Matrix Equation Solver","2014","International Journal of Recent advances in Mechanical Engineering","3","3","15","30","0"
"Jamir T. M., Kakoty S. K. and Kalita K., ","Gas Foil Bearings (GFBs) With Different Bump Foil Materials","2014","Trends in Machine Design","1","2","1","11","0"
"Deepak Sharma, Kalyanmoy Deb","Generation of Compliant Mechanisms using Hybrid Genetic Algorithm","2014","Journal of The Institution of Engineers (India): Series C","95","4","295","307","0"
"A. Chaugale and R. Tiwari","Identification of Bearing Dynamic Parameters and Unbalance States in a Flexible Rotor System Fully Levitated on Active Magnetic Bearings","2014","Mechatronics","24","3","274","286","0"
"Kalidasan, R., Ramanuj, V., Sarma, D.K., Senthilvelan, S.","Influence of cutting speed and offset distance over cutting tool vibration in multi-tool turning process","2014","Advanced Materials Research","984",,"100","105","0"
"R. S. Desai and S. Bag","Influence of displacement constraints in thermomechanical analysis of laser micro-spot welding process","2014","Journal of Manufacturing Processes","16","2","264","275","0"
"PS Rama Sreekanth, S Kanagaraj","Influence of MWCNTs and gamma irradiation on thermal characteristics of medical grade UHMWPE","2014","Bulletin of Material Science","37","2","347","356","0"
"V. Satheeshkumar, R. Ganesh Narayanan","Influence of pre-generated infinite adhesive defects on the forming behaviour of adhesive bonded steel sheets","2014","Advanced Materials Research","939",,"328","335","0"
"Perumalla Janaki Ramulu, R. Ganesh Narayanan","Influence of shoulder diameter, plunge depth, welding speed, rotational speed on the tensile behavior of friction stir welded AA 6061-T6 sheets","2014","Journal of Testing and Evaluation","42","3","1","13","0"
"Randive, P., and?Dalal, A.","Influence of viscosity ratio and wettability on droplet displacement behavior: A mesoscale analysis","2014","Computers and Fluids","102",,"15","31","0"
"D. Doley, V. Satheeshkumar, R. Ganesh Narayanan","Influence of wire reinforcement on the forming behaviour of adhesive bonded steel sheets","2014","Advanced Materials Research","939",,"336","341","0"
"Mukesh Kumar, Satish V. Kailas, R. Ganesh Narayanan","In-Plane Plane-Strain formability investigation of friction stir welded sheets made of dissimilar Aluminium alloys","2014","Applied Mechanics and Materials","446-447","0","301","305","0"
"Jagannath Sardar, Dibakar Bandopadhya","Investigation and Evaluation of Wear Characteristics of A Nonmetallic Spur Gear","2014","Trends in Machine design","1","3","1","9","0"
"R. Singh, K. Das and S.C. Mishra","Laser-induced hyperthermia of nanoshell mediated vascularized tissue - a numerical study","2014","?Journal of Thermal Biology","44",,"55","62","0"
"S.C. Mishra, H. Poonia, R. Vernekar, and A.K. Das","Lattice Boltzmann method applied to the analysis of radiative transport problems with and without conduction in a 1-D planar medium","2014","Heat Transfer Engineering","35",,"1267","1278","0"
"Randive, P.,?Dalal, A., and Mukherjee, P. P.","Lattice Boltzmann Modeling of Two-phase Behavior Under Acoustic Excitation: Capillarity-wettability Interaction","2014","International Journal of Heat and Mass Transfer","74",,"460","472","0"
"D. Arumuga Perumal, Anoop K Dass ","Lattice Boltzmann simulation of two- and three-dimensional incompressible thermal flows","2014","Heat Transfer Engineering","35","14-15","1320","1333","0"
