page_ptr	id	path	depth	numchild	title	draft_title	slug	content_type	live	has_unpublished_changes	url_path	owner	seo_title	show_in_menus	search_description	go_live_at	expire_at	expired	locked	first_published_at	last_published_at	latest_revision_created_at	live_revision	document	name	abstract	pub_type	download_link	pub_issue	pub_year	pub_journal	pub_vol	page_start	page_end	citations	alt_people_text
2261	2261	000100010003000100T8	5	0	Numerical Prediction of Flow and Heat Transfer in a Channel in the Presence of a Built-in Circular Tube With and Without Integral Wake Splitter	Numerical Prediction of Flow and Heat Transfer in a Channel in the Presence of a Built-in Circular Tube With and Without Integral Wake Splitter	2005_2_numerical-prediction-of-flow-and-heat-transfer-in-a-channel-in-the-presence-of-a-built-in-circular-tube-with-and-without-integral-wake-splitter	18	1	0	/mech/research/publications/2005_2_numerical-prediction-of-flow-and-heat-transfer-in-a-channel-in-the-presence-of-a-built-in-circular-tube-with-and-without-integral-wake-splitter/			0				0	0						Numerical Prediction of Flow and Heat Transfer in a Channel in the Presence of a Built-in Circular Tube With and Without Integral Wake Splitter		2		-	2005-01-01	International Journal of Heat and Mass Transfer	48	439	453	15	S. Tiwari, D. Chakraborty, G. Biswas and P.K. Panigrahi
2262	2262	000100010003000100T9	5	0	Quasi-Static Bubble Formation on Submerged Orifices	Quasi-Static Bubble Formation on Submerged Orifices	2005_2_quasi-static-bubble-formation-on-submerged-orifices	18	1	0	/mech/research/publications/2005_2_quasi-static-bubble-formation-on-submerged-orifices/			0				0	0						Quasi-Static Bubble Formation on Submerged Orifices		2		-	2005-01-01	International Journal of Heat and Mass Transfer	48	425	438	45	D. Gerlach, G. Biswas, F. Durst and V. Kolobaric
2263	2263	000100010003000100TA	5	0	Fluid Flow Analysis of Magnetorheological Abrasive Flow Finishing (MRAFF) Process	Fluid Flow Analysis of Magnetorheological Abrasive Flow Finishing (MRAFF) Process	2008_2_fluid-flow-analysis-of-magnetorheological-abrasive-flow-finishing-mraff-process	18	1	0	/mech/research/publications/2008_2_fluid-flow-analysis-of-magnetorheological-abrasive-flow-finishing-mraff-process/			0				0	0						Fluid Flow Analysis of Magnetorheological Abrasive Flow Finishing (MRAFF) Process		2		-	2008-01-01	International Journal of Machine Tools and Manufacture	48	415	426	23	Manas Das, V.K. Jain, P.S. Ghoshdastidar
2264	2264	000100010003000100TB	5	0	Development of a finite element based conduction mode heat transfer model for laser welding process using an adaptive volumetric heat source	Development of a finite element based conduction mode heat transfer model for laser welding process using an adaptive volumetric heat source	2009_2_development-of-a-finite-element-based-conduction-mode-heat-transfer-model-for-laser-welding-process-using-an-adaptive-volumetric-heat-source	18	1	0	/mech/research/publications/2009_2_development-of-a-finite-element-based-conduction-mode-heat-transfer-model-for-laser-welding-process-using-an-adaptive-volumetric-heat-source/			0				0	0						Development of a finite element based conduction mode heat transfer model for laser welding process using an adaptive volumetric heat source		2		10	2009-01-01	International Journal of Thermal Science	48	1923	1931	14	S. Bag, A. Trivedi and A. De
2265	2265	000100010003000100TC	5	0	Numerical analysis of solidification of a 3-D semitransparent medium in presence of volumetric radiation	Numerical analysis of solidification of a 3-D semitransparent medium in presence of volumetric radiation	2009_2_numerical-analysis-of-solidification-of-a-3-d-semitransparent-medium-in-presence-of-volumetric-radiation	18	1	0	/mech/research/publications/2009_2_numerical-analysis-of-solidification-of-a-3-d-semitransparent-medium-in-presence-of-volumetric-radiation/			0				0	0						Numerical analysis of solidification of a 3-D semitransparent medium in presence of volumetric radiation		2		-	2009-01-01	International Journal of Thermal Sciences	48	1116	1128	8	B. Mondal and S.C. Mishra
2266	2266	000100010003000100TD	5	0	Static balancing of a four-bar linkage and its cognates	Static balancing of a four-bar linkage and its cognates	2012_2_static-balancing-of-a-four-bar-linkage-and-its-cognates	18	1	0	/mech/research/publications/2012_2_static-balancing-of-a-four-bar-linkage-and-its-cognates/			0				0	0						Static balancing of a four-bar linkage and its cognates		2		-	2012-01-01	Mechanism and Machine Theory	48	62	80	2	S.R. Deepak and G. Ananthasuresh
2267	2267	000100010003000100TE	5	0	Electromagnetic Analysis of a bridge con-figured winding cage induction machine using finite element method	Electromagnetic Analysis of a bridge con-figured winding cage induction machine using finite element method	2013_2_electromagnetic-analysis-of-a-bridge-con-figured-winding-cage-induction-machine-using-finite-element-method	18	1	0	/mech/research/publications/2013_2_electromagnetic-analysis-of-a-bridge-con-figured-winding-cage-induction-machine-using-finite-element-method/			0				0	0						Electromagnetic Analysis of a bridge con-figured winding cage induction machine using finite element method		2		-	2013-01-01	Progress in Electromagnetics Research B	48	347	373	0	Konwar R. S., Kalita K., Banerjee A., and Khoo W. K. S.
2268	2268	000100010003000100TF	5	0	Influence of external weld flash on the in-plane plane-strain formability of friction stir welded sheets	Influence of external weld flash on the in-plane plane-strain formability of friction stir welded sheets	2013_2_influence-of-external-weld-flash-on-the-in-plane-plane-strain-formability-of-friction-stir-welded-sheets	18	1	0	/mech/research/publications/2013_2_influence-of-external-weld-flash-on-the-in-plane-plane-strain-formability-of-friction-stir-welded-sheets/			0				0	0						Influence of external weld flash on the in-plane plane-strain formability of friction stir welded sheets		2		-	2013-01-01	Journal of Strain Analysis for Engineering Design	48	376	385	0	Mukesh Kumar, Satish V. Kailas, R. Ganesh Narayanan
2269	2269	000100010003000100TG	5	0	Development of tungsten carbide based self lubricant cutting tool material: Preliminary investigation	Development of tungsten carbide based self lubricant cutting tool material: Preliminary investigation	2015_2_development-of-tungsten-carbide-based-self-lubricant-cutting-tool-material-preliminary-investigation	18	1	0	/mech/research/publications/2015_2_development-of-tungsten-carbide-based-self-lubricant-cutting-tool-material-preliminary-investigation/			0				0	0						Development of tungsten carbide based self lubricant cutting tool material: Preliminary investigation		2			2015-01-01	International Journal of Refractory Metals and Hard Materials	48	89	96	0	A. Muthuraja and S. Senthilvelan
2270	2270	000100010003000100TH	5	0	An improved harmony search algorithm with dynamically varying bandwidth	An improved harmony search algorithm with dynamically varying bandwidth	2016_2_an-improved-harmony-search-algorithm-with-dynamically-varying-bandwidth	18	1	0	/mech/research/publications/2016_2_an-improved-harmony-search-algorithm-with-dynamically-varying-bandwidth/			0				0	0						An improved harmony search algorithm with dynamically varying bandwidth		2		7	2016-01-01	Engineering Optimization	48	1091	1108	0	J. Kalivarapu, S. Jain and S. Bag
2271	2271	000100010003000100TI	5	0	Al/Cu Dissimilar FSW with Ni, Ti and Zn Foil as Interlayer for Flow Control, Enhancing Mechanical and Metallurgical Properties	Al/Cu Dissimilar FSW with Ni, Ti and Zn Foil as Interlayer for Flow Control, Enhancing Mechanical and Metallurgical Properties	2017_2_alcu-dissimilar-fsw-with-ni-ti-and-zn-foil-as-interlayer-for-flow-control-enhancing-mechanical-and-metallurgical-properties	18	1	0	/mech/research/publications/2017_2_alcu-dissimilar-fsw-with-ni-ti-and-zn-foil-as-interlayer-for-flow-control-enhancing-mechanical-and-metallurgical-properties/			0				0	0						Al/Cu Dissimilar FSW with Ni, Ti and Zn Foil as Interlayer for Flow Control, Enhancing Mechanical and Metallurgical Properties		2		7	2017-01-01	Metallurgical and Materials Transactions A	48	3300	3317	0	Prakash Kumar Sahu, Sukhomay Pal and Surjya K. Pal
2272	2272	000100010003000100TJ	5	0	Efficient extraction of spatial relations for extended objects vis-à-vis human activity recognition in video	Efficient extraction of spatial relations for extended objects vis-à-vis human activity recognition in video	2018_2_efficient-extraction-of-spatial-relations-for-extended-objects-vis-a-vis-human-activity-recognition-in-video	18	1	0	/mech/research/publications/2018_2_efficient-extraction-of-spatial-relations-for-extended-objects-vis-a-vis-human-activity-recognition-in-video/			0				0	0						Efficient extraction of spatial relations for extended objects vis-à-vis human activity recognition in video		2		1	2018-01-01	Applied Intelligence	48	204	219	0	Shobhanjana Kalita, Arindam Karmakar, Shyamanta M Hazarika
2273	2273	000100010003000100TK	5	0	Combined radiation and convection heat transfer in a porous channel bounded by isothermal parallel plates	Combined radiation and convection heat transfer in a porous channel bounded by isothermal parallel plates	2004_2_combined-radiation-and-convection-heat-transfer-in-a-porous-channel-bounded-by-isothermal-parallel-plates	18	1	0	/mech/research/publications/2004_2_combined-radiation-and-convection-heat-transfer-in-a-porous-channel-bounded-by-isothermal-parallel-plates/			0				0	0						Combined radiation and convection heat transfer in a porous channel bounded by isothermal parallel plates		2		5	2004-01-01	International Journal of Heat and Mass Transfer	47	1001	1013	14	P. Talukdar, S.C. Mishra, D. Trimis and F. Durst
2274	2274	000100010003000100TL	5	0	Analysis of transient conduction and radiation heat transfer using the lattice Boltzmann method and the discrete transfer method	Analysis of transient conduction and radiation heat transfer using the lattice Boltzmann method and the discrete transfer method	2005_2_analysis-of-transient-conduction-and-radiation-heat-transfer-using-the-lattice-boltzmann-method-and-the-discrete-transfer-method	18	1	0	/mech/research/publications/2005_2_analysis-of-transient-conduction-and-radiation-heat-transfer-using-the-lattice-boltzmann-method-and-the-discrete-transfer-method/			0				0	0						Analysis of transient conduction and radiation heat transfer using the lattice Boltzmann method and the discrete transfer method		2		9	2005-01-01	Numerical Heat Transfer, Part A	47	935	954	49	S.C. Mishra and A. Lankadasu
2275	2275	000100010003000100TM	5	0	Effect of Geometric Parameters on Steady-state Performance of Single-phase NCL with Heat Loss to Ambient	Effect of Geometric Parameters on Steady-state Performance of Single-phase NCL with Heat Loss to Ambient	2008_2_effect-of-geometric-parameters-on-steady-state-performance-of-single-phase-ncl-with-heat-loss-to-ambient	18	1	0	/mech/research/publications/2008_2_effect-of-geometric-parameters-on-steady-state-performance-of-single-phase-ncl-with-heat-loss-to-ambient/			0				0	0						Effect of Geometric Parameters on Steady-state Performance of Single-phase NCL with Heat Loss to Ambient		2		10	2008-01-01	International Journal of Thermal Sciences	47	1359	1373	3	DN Basu, S Bhattacharyya and PK Das
2276	2276	000100010003000100TN	5	0	Control of nonlinear vibrations of functionally graded plates using 1-3 piezoelectric composite	Control of nonlinear vibrations of functionally graded plates using 1-3 piezoelectric composite	2009_2_control-of-nonlinear-vibrations-of-functionally-graded-plates-using-1-3-piezoelectric-composite	18	1	0	/mech/research/publications/2009_2_control-of-nonlinear-vibrations-of-functionally-graded-plates-using-1-3-piezoelectric-composite/			0				0	0						Control of nonlinear vibrations of functionally graded plates using 1-3 piezoelectric composite		2		-	2009-01-01	AIAA Journal	47	1421	1434	1	Satyajit Panda and M. C. Ray
2277	2277	000100010003000100TO	5	0	Practical Implementation of the Bridge Configured Winding for Producing Controllable Transverse Forces in Electrical Machines	Practical Implementation of the Bridge Configured Winding for Producing Controllable Transverse Forces in Electrical Machines	2011_2_practical-implementation-of-the-bridge-configured-winding-for-producing-controllable-transverse-forces-in-electrical-machines	18	1	0	/mech/research/publications/2011_2_practical-implementation-of-the-bridge-configured-winding-for-producing-controllable-transverse-forces-in-electrical-machines/			0				0	0						Practical Implementation of the Bridge Configured Winding for Producing Controllable Transverse Forces in Electrical Machines		2		6	2011-01-01	IEEE Transactions on Magnetics	47	1712	1718	4	Khoo W. K. S., Kalita K., and Garvey S. D.
2278	2278	000100010003000100TP	5	0	Multi-frequency excitation of magnetorheological elastomer-based sandwich beam with conductive skins	Multi-frequency excitation of magnetorheological elastomer-based sandwich beam with conductive skins	2012_2_multi-frequency-excitation-of-magnetorheological-elastomer-based-sandwich-beam-with-conductive-skins	18	1	0	/mech/research/publications/2012_2_multi-frequency-excitation-of-magnetorheological-elastomer-based-sandwich-beam-with-conductive-skins/			0				0	0						Multi-frequency excitation of magnetorheological elastomer-based sandwich beam with conductive skins		2		5	2012-01-01	International Journal of Non-linear Mechanics	47	448	460	2	B. Nayak, S.K. Dwivedy and K.S.R.K. Murthy
